ICD_Code,ICD_Group,Name
S480,S,Traumatic amputation at shoulder joint
S4801,S,Complete traumatic amputation at shoulder joint
S48011,S,Complete traumatic amputation at right shoulder joint
S48012,S,Complete traumatic amputation at left shoulder joint
S48019,S,Complete traumatic amputation at unspecified shoulder joint
S4802,S,Partial traumatic amputation at shoulder joint
S48021,S,Partial traumatic amputation at right shoulder joint
S48022,S,Partial traumatic amputation at left shoulder joint
S48029,S,Partial traumatic amputation at unspecified shoulder joint
S481,S,Traumatic amputation at level between shoulder and elbow
S4811,S,Complete traumatic amp at level betw shoulder and elbow
S48111,S,Complete traumatic amp at level betw r shoulder and elbow
S48112,S,Complete traumatic amp at level betw l shoulder and elbow
S48119,S,Complete traumatic amp at level betw unsp shoulder and elbo
S4812,S,Partial traumatic amp at level betw shoulder and elbow
S48121,S,Partial traumatic amp at level betw r shoulder and elbow
S48122,S,Partial traumatic amp at level betw l shoulder and elbow
S48129,S,Partial traumatic amp at level betw unsp shoulder and elbow
S489,S,"Traumatic amputation of shoulder and upper arm, level unsp"
S4891,S,"Complete traumatic amputation of shldr/up arm, level unsp"
S48911,S,"Complete traumatic amp of right shldr/up arm, level unsp"
S48912,S,"Complete traumatic amp of left shldr/up arm, level unsp"
S48919,S,"Complete traumatic amp of unsp shldr/up arm, level unsp"
S4892,S,"Partial traumatic amputation of shldr/up arm, level unsp"
S48921,S,"Partial traumatic amp of right shldr/up arm, level unsp"
S48922,S,"Partial traumatic amp of left shldr/up arm, level unsp"
S48929,S,"Partial traumatic amp of unsp shldr/up arm, level unsp"
S49,S,Other and unspecified injuries of shoulder and upper arm
S490,S,Physeal fracture of upper end of humerus
S4900,S,Unspecified physeal fracture of upper end of humerus
S49001,S,"Unsp physeal fracture of upper end of humerus, right arm"
S49002,S,"Unsp physeal fracture of upper end of humerus, left arm"
S49009,S,"Unsp physeal fracture of upper end of humerus, unsp arm"
S4901,S,Sltr-haris Type I physeal fracture of upper end of humerus
S49011,S,"Sltr-haris Type I physeal fx upper end of humerus, right ar"
S49012,S,"Sltr-haris Type I physeal fx upper end of humerus, left arm"
S49019,S,"Sltr-haris Type I physeal fx upper end of humerus, unsp arm"
S4902,S,Sltr-haris Type II physeal fracture of upper end of humerus
S49021,S,"Sltr-haris Type II physeal fx upper end of humer, right arm"
S49022,S,"Sltr-haris Type II physeal fx upper end of humerus, left ar"
S49029,S,"Sltr-haris Type II physeal fx upper end of humerus, unsp ar"
S4903,S,Sltr-haris Type III physeal fracture of upper end of humeru
S49031,S,"Sltr-haris Type III physeal fx upper end of humer, right ar"
S49032,S,"Sltr-haris Type III physeal fx upper end of humer, left arm"
S49039,S,"Sltr-haris Type III physeal fx upper end of humer, unsp arm"
S4904,S,Sltr-haris Type IV physeal fracture of upper end of humerus
S49041,S,"Sltr-haris Type IV physeal fx upper end of humer, right arm"
S49042,S,"Sltr-haris Type IV physeal fx upper end of humerus, left ar"
S49049,S,"Sltr-haris Type IV physeal fx upper end of humerus, unsp ar"
S4909,S,Other physeal fracture of upper end of humerus
S49091,S,"Other physeal fracture of upper end of humerus, right arm"
S49092,S,"Other physeal fracture of upper end of humerus, left arm"
S49099,S,"Other physeal fracture of upper end of humerus, unsp arm"
S491,S,Physeal fracture of lower end of humerus
S4910,S,Unspecified physeal fracture of lower end of humerus
S49101,S,"Unsp physeal fracture of lower end of humerus, right arm"
S49102,S,"Unsp physeal fracture of lower end of humerus, left arm"
S49109,S,"Unsp physeal fracture of lower end of humerus, unsp arm"
S4911,S,Sltr-haris Type I physeal fracture of lower end of humerus
S49111,S,"Sltr-haris Type I physeal fx lower end of humerus, right ar"
S49112,S,"Sltr-haris Type I physeal fx lower end of humerus, left arm"
S49119,S,"Sltr-haris Type I physeal fx lower end of humerus, unsp arm"
S4912,S,Sltr-haris Type II physeal fracture of lower end of humerus
S49121,S,"Sltr-haris Type II physeal fx lower end of humer, right arm"
S49122,S,"Sltr-haris Type II physeal fx lower end of humerus, left ar"
S49129,S,"Sltr-haris Type II physeal fx lower end of humerus, unsp ar"
S4913,S,Sltr-haris Type III physeal fracture of lower end of humeru
S49131,S,"Sltr-haris Type III physeal fx lower end of humer, right ar"
S49132,S,"Sltr-haris Type III physeal fx lower end of humer, left arm"
S49139,S,"Sltr-haris Type III physeal fx lower end of humer, unsp arm"
S4914,S,Sltr-haris Type IV physeal fracture of lower end of humerus
S49141,S,"Sltr-haris Type IV physeal fx lower end of humer, right arm"
S49142,S,"Sltr-haris Type IV physeal fx lower end of humerus, left ar"
S49149,S,"Sltr-haris Type IV physeal fx lower end of humerus, unsp ar"
S4919,S,Other physeal fracture of lower end of humerus
S49191,S,"Other physeal fracture of lower end of humerus, right arm"
S49192,S,"Other physeal fracture of lower end of humerus, left arm"
S49199,S,"Other physeal fracture of lower end of humerus, unsp arm"
S498,S,Other specified injuries of shoulder and upper arm
S4980,S,"Oth injuries of shoulder and upper arm, unspecified arm"
S4981,S,Other specified injuries of right shoulder and upper arm
S4982,S,Other specified injuries of left shoulder and upper arm
S499,S,Unspecified injury of shoulder and upper arm
S4990,S,"Unsp injury of shoulder and upper arm, unspecified arm"
S4991,S,Unspecified injury of right shoulder and upper arm
S4992,S,Unspecified injury of left shoulder and upper arm
S50,S,Superficial injury of elbow and forearm
S500,S,Contusion of elbow
S5000,S,Contusion of unspecified elbow
S5001,S,Contusion of right elbow
S5002,S,Contusion of left elbow
S501,S,Contusion of forearm
S5010,S,Contusion of unspecified forearm
S5011,S,Contusion of right forearm
S5012,S,Contusion of left forearm
S503,S,Other superficial injuries of elbow
S5031,S,Abrasion of elbow
S50311,S,Abrasion of right elbow
S50312,S,Abrasion of left elbow
S50319,S,Abrasion of unspecified elbow
S5032,S,Blister (nonthermal) of elbow
S50321,S,Blister (nonthermal) of right elbow
S50322,S,Blister (nonthermal) of left elbow
S50329,S,Blister (nonthermal) of unspecified elbow
S5034,S,External constriction of elbow
S50341,S,External constriction of right elbow
S50342,S,External constriction of left elbow
S50349,S,External constriction of unspecified elbow
S5035,S,Superficial foreign body of elbow
S50351,S,Superficial foreign body of right elbow
S50352,S,Superficial foreign body of left elbow
S50359,S,Superficial foreign body of unspecified elbow
S5036,S,Insect bite (nonvenomous) of elbow
S50361,S,Insect bite (nonvenomous) of right elbow
S50362,S,Insect bite (nonvenomous) of left elbow
S50369,S,Insect bite (nonvenomous) of unspecified elbow
S5037,S,Other superficial bite of elbow
S50371,S,Other superficial bite of right elbow
S50372,S,Other superficial bite of left elbow
S50379,S,Other superficial bite of unspecified elbow
S508,S,Other superficial injuries of forearm
S5081,S,Abrasion of forearm
S50811,S,Abrasion of right forearm
S50812,S,Abrasion of left forearm
S50819,S,Abrasion of unspecified forearm
S5082,S,Blister (nonthermal) of forearm
S50821,S,Blister (nonthermal) of right forearm
S50822,S,Blister (nonthermal) of left forearm
S50829,S,Blister (nonthermal) of unspecified forearm
S5084,S,External constriction of forearm
S50841,S,External constriction of right forearm
S50842,S,External constriction of left forearm
S50849,S,External constriction of unspecified forearm
S5085,S,Superficial foreign body of forearm
S50851,S,Superficial foreign body of right forearm
S50852,S,Superficial foreign body of left forearm
S50859,S,Superficial foreign body of unspecified forearm
S5086,S,Insect bite (nonvenomous) of forearm
S50861,S,Insect bite (nonvenomous) of right forearm
S50862,S,Insect bite (nonvenomous) of left forearm
S50869,S,Insect bite (nonvenomous) of unspecified forearm
S5087,S,Other superficial bite of forearm
S50871,S,Other superficial bite of right forearm
S50872,S,Other superficial bite of left forearm
S50879,S,Other superficial bite of unspecified forearm
S509,S,Unspecified superficial injury of elbow and forearm
S5090,S,Unspecified superficial injury of elbow
S50901,S,Unspecified superficial injury of right elbow
S50902,S,Unspecified superficial injury of left elbow
S50909,S,Unspecified superficial injury of unspecified elbow
S5091,S,Unspecified superficial injury of forearm
S50911,S,Unspecified superficial injury of right forearm
S50912,S,Unspecified superficial injury of left forearm
S50919,S,Unspecified superficial injury of unspecified forearm
S51,S,Open wound of elbow and forearm
S510,S,Open wound of elbow
S5100,S,Unspecified open wound of elbow
S51001,S,Unspecified open wound of right elbow
S51002,S,Unspecified open wound of left elbow
S51009,S,Unspecified open wound of unspecified elbow
S5101,S,Laceration without foreign body of elbow
S51011,S,Laceration without foreign body of right elbow
S51012,S,Laceration without foreign body of left elbow
S51019,S,Laceration without foreign body of unspecified elbow
S5102,S,Laceration with foreign body of elbow
S51021,S,Laceration with foreign body of right elbow
S51022,S,Laceration with foreign body of left elbow
S51029,S,Laceration with foreign body of unspecified elbow
S5103,S,Puncture wound without foreign body of elbow
S51031,S,Puncture wound without foreign body of right elbow
S51032,S,Puncture wound without foreign body of left elbow
S51039,S,Puncture wound without foreign body of unspecified elbow
S5104,S,Puncture wound with foreign body of elbow
S51041,S,Puncture wound with foreign body of right elbow
S51042,S,Puncture wound with foreign body of left elbow
S51049,S,Puncture wound with foreign body of unspecified elbow
S5105,S,Open bite of elbow
S51051,S,"Open bite, right elbow"
S51052,S,"Open bite, left elbow"
S51059,S,"Open bite, unspecified elbow"
S518,S,Open wound of forearm
S5180,S,Unspecified open wound of forearm
S51801,S,Unspecified open wound of right forearm
S51802,S,Unspecified open wound of left forearm
S51809,S,Unspecified open wound of unspecified forearm
S5181,S,Laceration without foreign body of forearm
S51811,S,Laceration without foreign body of right forearm
S51812,S,Laceration without foreign body of left forearm
S51819,S,Laceration without foreign body of unspecified forearm
S5182,S,Laceration with foreign body of forearm
S51821,S,Laceration with foreign body of right forearm
S51822,S,Laceration with foreign body of left forearm
S51829,S,Laceration with foreign body of unspecified forearm
S5183,S,Puncture wound without foreign body of forearm
S51831,S,Puncture wound without foreign body of right forearm
S51832,S,Puncture wound without foreign body of left forearm
S51839,S,Puncture wound without foreign body of unspecified forearm
S5184,S,Puncture wound with foreign body of forearm
S51841,S,Puncture wound with foreign body of right forearm
S51842,S,Puncture wound with foreign body of left forearm
S51849,S,Puncture wound with foreign body of unspecified forearm
S5185,S,Open bite of forearm
S51851,S,Open bite of right forearm
S51852,S,Open bite of left forearm
S51859,S,Open bite of unspecified forearm
S52,S,Fracture of forearm
S520,S,Fracture of upper end of ulna
S5200,S,Unspecified fracture of upper end of ulna
S52001,S,Unspecified fracture of upper end of right ulna
S52002,S,Unspecified fracture of upper end of left ulna
S52009,S,Unspecified fracture of upper end of unspecified ulna
S5201,S,Torus fracture of upper end of ulna
S52011,S,Torus fracture of upper end of right ulna
S52012,S,Torus fracture of upper end of left ulna
S52019,S,Torus fracture of upper end of unspecified ulna
S5202,S,Fracture of olecran pro w/o intraarticular extension of uln
S52021,S,Disp fx of olecran pro w/o intartic extension of right ulna
S52022,S,Disp fx of olecran pro w/o intartic extension of left ulna
S52023,S,Disp fx of olecran pro w/o intartic extension of unsp ulna
S52024,S,Nondisp fx of olecran pro w/o intartic extn right ulna
S52025,S,Nondisp fx of olecran pro w/o intartic extn left ulna
S52026,S,Nondisp fx of olecran pro w/o intartic extn unsp ulna
S5203,S,Fracture of olecran pro w intraarticular extension of ulna
S52031,S,Disp fx of olecran pro w intartic extension of right ulna
S52032,S,Disp fx of olecran pro w intartic extension of left ulna
S52033,S,Disp fx of olecran pro w intartic extension of unsp ulna
S52034,S,Nondisp fx of olecran pro w intartic extension of right uln
S52035,S,Nondisp fx of olecran pro w intartic extension of left ulna
S52036,S,Nondisp fx of olecran pro w intartic extension of unsp ulna
S5204,S,Fracture of coronoid process of ulna
S52041,S,Displaced fracture of coronoid process of right ulna
S52042,S,Displaced fracture of coronoid process of left ulna
S52043,S,Displaced fracture of coronoid process of unspecified ulna
S52044,S,Nondisplaced fracture of coronoid process of right ulna
S52045,S,Nondisplaced fracture of coronoid process of left ulna
S52046,S,Nondisp fx of coronoid process of unspecified ulna
S5209,S,Other fracture of upper end of ulna
S52091,S,Other fracture of upper end of right ulna
S52092,S,Other fracture of upper end of left ulna
S52099,S,Other fracture of upper end of unspecified ulna
S521,S,Fracture of upper end of radius
S5210,S,Unspecified fracture of upper end of radius
S52101,S,Unspecified fracture of upper end of right radius
S52102,S,Unspecified fracture of upper end of left radius
S52109,S,Unspecified fracture of upper end of unspecified radius
S5211,S,Torus fracture of upper end of radius
S52111,S,Torus fracture of upper end of right radius
S52112,S,Torus fracture of upper end of left radius
S52119,S,Torus fracture of upper end of unspecified radius
S5212,S,Fracture of head of radius
S52121,S,Displaced fracture of head of right radius
S52122,S,Displaced fracture of head of left radius
S52123,S,Displaced fracture of head of unspecified radius
S52124,S,Nondisplaced fracture of head of right radius
S52125,S,Nondisplaced fracture of head of left radius
S52126,S,Nondisplaced fracture of head of unspecified radius
S5213,S,Fracture of neck of radius
S52131,S,Displaced fracture of neck of right radius
S52132,S,Displaced fracture of neck of left radius
S52133,S,Displaced fracture of neck of unspecified radius
S52134,S,Nondisplaced fracture of neck of right radius
S52135,S,Nondisplaced fracture of neck of left radius
S52136,S,Nondisplaced fracture of neck of unspecified radius
S5218,S,Other fracture of upper end of radius
S52181,S,Other fracture of upper end of right radius
S52182,S,Other fracture of upper end of left radius
S52189,S,Other fracture of upper end of unspecified radius
S522,S,Fracture of shaft of ulna
S5220,S,Unspecified fracture of shaft of ulna
S52201,S,Unspecified fracture of shaft of right ulna
S52202,S,Unspecified fracture of shaft of left ulna
S52209,S,Unspecified fracture of shaft of unspecified ulna
